,Pulse,t_ft,Ip,ne,Pnbi
119,29924,0.3221999918605434,766.9613037109375,1.740822015690303e+19,1.4061321020126343
120,29925,0.3221999918605434,770.0263061523438,1.9645293111845847e+19,1.3771902322769165
121,29927,0.3221999918605434,725.2109985351562,1.8716740149026226e+19,0.8703959584236145
122,29928,0.3221999918605434,768.3341064453125,1.683250927152975e+19,1.3535979986190796
123,29929,0.3221999918605434,770.0647583007812,1.7271732280989057e+19,1.3896892070770264
124,29934,0.3221999918605434,425.1145324707031,2.3223013788675473e+19,1.8599724769592285
125,29935,0.3221999918605434,419.5748291015625,2.7749694364136243e+19,1.8781062364578247
126,29936,0.3221999918605434,626.41748046875,2.790473429974568e+19,1.247599482536316
127,29937,0.3221999918605434,628.1278076171875,2.532501174014601e+19,1.2421529293060303
128,29938,0.3221999918605434,415.85052490234375,2.6090089314147893e+19,1.1381702423095703
129,29939,0.3221999918605434,416.3829345703125,2.636346089016184e+19,1.3643412590026855
130,29940,0.3221999918605434,419.82745361328125,2.524870783220161e+19,1.3466402292251587
131,29941,0.3221999918605434,415.09033203125,2.7905468773513036e+19,1.3750919103622437
132,29942,0.3221999918605434,419.4313049316406,0.0,2.8718745708465576
133,29943,0.3221999918605434,418.395263671875,2.6178885873207083e+19,2.877840757369995
134,29944,0.3221999918605434,418.7480163574219,2.747855479672668e+19,3.0258328914642334
135,29947,0.3221999918605434,416.91668701171875,2.611916040158629e+19,1.3218390941619873
136,29948,0.3221999918605434,415.2358093261719,2.865079691965681e+19,1.2584373950958252
137,29949,0.3221999918605434,426.49774169921875,2.6778390190205436e+19,3.0329360961914062
138,29951,0.3221999918605434,417.63104248046875,2.682585830619978e+19,3.0108840465545654
139,29952,0.3221999918605434,417.8782653808594,2.586262894566336e+19,1.195935845375061
140,29953,0.3221999918605434,421.224853515625,2.718874772090074e+19,3.0246198177337646
141,29954,0.3221999918605434,421.7765197753906,2.8019474935173874e+19,2.942706823348999
142,29955,0.3221999918605434,420.14764404296875,2.7728073567487656e+19,3.0093324184417725
143,29956,0.3221999918605434,417.6541442871094,2.6533951163164787e+19,3.028075695037842
144,29957,0.3221999918605434,411.15826416015625,2.818953419961873e+19,2.8699448108673096
145,29958,0.3221999918605434,617.4421997070312,2.0595752744337277e+19,0.5815954208374023
146,29959,0.3221999918605434,412.0117492675781,2.7141822763650515e+19,2.9456682205200195
147,29960,0.3221999918605434,626.0948486328125,2.0462047732353204e+19,0.5490527749061584
148,29961,0.3221999918605434,417.12249755859375,2.896253045636386e+19,3.069754123687744
149,29962,0.3221999918605434,-0.214821919798851,,
150,29963,0.3221999918605434,3.9058806896209717,,
151,29964,0.3221999918605434,624.640380859375,2.59890134092297e+19,1.6986552476882935
152,29966,0.3221999918605434,626.5149536132812,2.0076981168120005e+19,0.751184344291687
153,29969,0.3221999918605434,631.5448608398438,2.066084603172487e+19,0.08508050441741943
154,29970,0.3221999918605434,625.5433349609375,2.0379179739990983e+19,0.32089337706565857
155,29971,0.3221999918605434,623.6915893554688,1.9533947768324227e+19,2.0725529193878174
156,29972,0.3221999918605434,624.439208984375,2.014453076448405e+19,0.7377683520317078
157,29974,0.3221999918605434,617.7545776367188,3.0522464777294316e+19,
158,29975,0.3221999918605434,728.7557373046875,2.2383215603473187e+19,2.7356791496276855
159,29976,0.3221999918605434,732.6315307617188,2.243446603946708e+19,2.6418564319610596
160,29978,0.3221999918605434,736.5059814453125,2.329492844620179e+19,2.734248399734497
161,29980,0.3221999918605434,734.3429565429688,2.292254364908336e+19,2.7705636024475098
162,29981,0.3221999918605434,806.4430541992188,2.310143199189926e+19,2.743497371673584
163,29982,0.3221999918605434,813.5421752929688,2.3589850450120147e+19,2.7842350006103516
164,29983,0.3221999918605434,812.6615600585938,2.2291151295856247e+19,2.7669804096221924
165,29986,0.3221999918605434,3.752607583999634,,
166,29987,0.3221999918605434,408.4373474121094,1.487015835676258e+21,
167,29988,0.3221999918605434,412.69927978515625,1.9965739178691396e+19,
168,29989,0.3221999918605434,415.4744873046875,2.0724608910042857e+19,
169,29991,0.3221999918605434,570.5572509765625,2.5837582070782624e+19,
170,29992,0.3221999918605434,810.9244995117188,2.7826066441801564e+19,1.5084103345870972
171,29993,0.3221999918605434,792.5205078125,,2.033205032348633
172,29994,0.3221999918605434,794.4349975585938,2.0251928861261955e+19,2.074706554412842
173,30005,0.3221999918605434,632.2894287109375,2.140199823270635e+19,2.905550956726074
174,30006,0.3221999918605434,626.4168701171875,2.1609656396774638e+19,2.169339418411255
175,30007,0.3221999918605434,628.4708251953125,2.140811371638004e+19,2.3239190578460693
176,30008,0.3221999918605434,613.5852661132812,1.5094116516829856e+19,2.1512022018432617
177,30009,0.3221999918605434,638.3928833007812,1.65411936657505e+19,2.0430257320404053
178,30010,0.3221999918605434,415.4694519042969,2.724743525354491e+19,2.94816517829895
179,30011,0.3221999918605434,416.53094482421875,,2.9971084594726562
180,30012,0.3221999918605434,875.6563720703125,1.3092021819136258e+21,2.5181610584259033
181,30014,0.3221999918605434,632.788330078125,2.7340027326743183e+19,3.3450474739074707
182,30015,0.3221999918605434,631.0389404296875,2.665369897454587e+19,3.359560012817383
183,30016,0.3221999918605434,799.3684692382812,,2.0461864471435547
184,30017,0.3221999918605434,856.2194213867188,2.747838327291275e+19,2.4548025131225586
185,30019,0.3221999918605434,625.35498046875,2.9425070808913412e+19,3.413454294204712
186,30020,0.3221999918605434,565.8889770507812,2.5145527462027854e+19,3.2847161293029785
187,30023,0.3221999918605434,576.3670043945312,3.332711662961138e+19,3.4140594005584717
